season,team_alias,team_basket,player_full_name,event_coord_x,event_coord_y,event_type,type,shot_made,shot_type,shot_subtype,three_point_shot,points_scored
2017,UNC,right,Kenny Williams,1050.0,320.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2017,UNC,left,Garrison Brooks,134.0,229.0,twopointmade,fieldgoal,true,jump shot,fadeaway,false,2.0
2017,UNC,right,Joel Berry II,1042.0,370.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,right,Garrison Brooks,1042.0,308.0,twopointmade,fieldgoal,true,dunk,putback,false,2.0
2016,UNC,left,Tony Bradley,88.0,335.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Isaiah Hicks,79.0,315.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2015,UNC,right,Joel James,1055.0,442.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Luke Maye,1009.0,218.0,twopointmade,fieldgoal,true,jump shot,turnaround,false,2.0
2016,UNC,left,Justin Jackson,109.0,301.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Luke Maye,1045.0,329.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Kenny Williams,1024.0,257.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Luke Maye,94.0,287.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2014,UNC,right,Kennedy Meeks,1048.0,329.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Isaiah Hicks,70.0,312.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Joel Berry II,1054.0,318.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,left,Theo Pinson,87.0,239.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2014,UNC,left,Brice Johnson,102.0,281.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2015,UNC,left,Kennedy Meeks,140.0,242.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Marcus Paige,1052.0,231.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Joel Berry II,1017.0,192.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Isaiah Hicks,103.0,301.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Marcus Paige,112.0,353.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Kennedy Meeks,87.0,286.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Theo Pinson,879.0,310.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Marcus Paige,198.0,149.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Tony Bradley,88.0,255.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,J.P. Tokoto,173.0,212.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Brice Johnson,78.0,260.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Kenny Williams,1062.0,368.0,twopointmade,fieldgoal,true,hook shot,driving,false,2.0
2014,UNC,left,Kennedy Meeks,88.0,296.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Nate Britt,61.0,341.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Joel Berry II,1011.0,274.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Nate Britt,188.0,208.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Tony Bradley,89.0,327.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2016,UNC,left,Kenny Williams,96.0,264.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2017,UNC,left,Theo Pinson,82.0,312.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Sterling Manley,72.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Cameron Johnson,109.0,243.0,twopointmade,fieldgoal,true,dunk,driving,false,2.0
2017,UNC,left,Theo Pinson,94.0,297.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Luke Maye,95.0,252.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,left,Theo Pinson,85.0,269.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,right,Cameron Johnson,1047.0,421.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Luke Maye,134.0,300.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Theo Pinson,77.0,281.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Garrison Brooks,1038.0,248.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Joel Berry II,98.0,221.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,left,Luke Maye,94.0,137.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Luke Maye,1026.0,322.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1023.0,212.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Garrison Brooks,94.0,170.0,twopointmade,fieldgoal,true,hook shot,,false,2.0
2017,UNC,left,Luke Maye,92.0,236.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Brandon Huffman,1047.0,300.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Luke Maye,1095.0,133.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Sterling Manley,1058.0,327.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Garrison Brooks,77.0,287.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Theo Pinson,1054.0,293.0,twopointmade,fieldgoal,true,dunk,driving,false,2.0
2017,UNC,right,Cameron Johnson,987.0,218.0,twopointmade,fieldgoal,true,hook shot,,false,2.0
2017,UNC,right,Jalek Felton,1033.0,348.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,995.0,372.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2017,UNC,left,Andrew Platek,82.0,329.0,twopointmade,fieldgoal,true,layup,finger roll,false,2.0
2017,UNC,right,Luke Maye,1052.0,320.0,twopointmade,fieldgoal,true,layup,alley-oop,false,2.0
2017,UNC,right,Kenny Williams,1040.0,336.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Sterling Manley,1054.0,321.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,right,Luke Maye,1047.0,332.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Garrison Brooks,82.0,321.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,left,Brandon Huffman,99.0,198.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Brandon Huffman,91.0,321.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,right,Jalek Felton,923.0,273.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Joel Berry II,260.0,221.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Luke Maye,87.0,269.0,twopointmade,fieldgoal,true,layup,alley-oop,false,2.0
2017,UNC,left,Brandon Huffman,75.0,321.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Joel Berry II,1041.0,327.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Brice Johnson,260.0,303.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,right,Justin Jackson,1040.0,336.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Isaiah Hicks,1050.0,320.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,J.P. Tokoto,1051.0,317.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Joel Berry II,995.0,296.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Kennedy Meeks,77.0,329.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,118.0,207.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Justin Jackson,1020.0,101.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Justin Jackson,72.0,312.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,216.0,289.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Joel Berry II,74.0,262.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Theo Pinson,65.0,331.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Marcus Paige,68.0,393.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Kennedy Meeks,1034.0,324.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Isaiah Hicks,1026.0,252.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Cameron Johnson,205.0,173.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Joel Berry II,1054.0,242.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,right,Kenny Williams,1042.0,222.0,twopointmade,fieldgoal,true,layup,alley-oop,false,2.0
2017,UNC,right,Joel Berry II,1011.0,348.0,twopointmade,fieldgoal,true,jump shot,floating,false,2.0
2016,UNC,right,Joel Berry II,903.0,394.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2016,UNC,left,Nate Britt,115.0,294.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Tony Bradley,1024.0,284.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,right,Justin Jackson,1002.0,296.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Isaiah Hicks,84.0,296.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2016,UNC,right,Joel Berry II,900.0,236.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,right,Shea Rush,1034.0,408.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2016,UNC,left,Justin Jackson,91.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Kennedy Meeks,1061.0,314.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Stilman White,889.0,410.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Justin Jackson,71.0,375.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Isaiah Hicks,228.0,266.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2016,UNC,right,Nate Britt,973.0,408.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Joel Berry II,82.0,290.0,twopointmade,fieldgoal,true,layup,finger roll,false,2.0
2017,UNC,left,Luke Maye,78.0,304.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,right,Cameron Johnson,1020.0,96.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Joel Berry II,84.0,296.0,twopointmade,fieldgoal,true,layup,finger roll,false,2.0
2016,UNC,right,Tony Bradley,1034.0,315.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2016,UNC,left,Isaiah Hicks,127.0,315.0,twopointmade,fieldgoal,true,hook shot,,false,2.0
2017,UNC,right,Luke Maye,899.0,163.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2017,UNC,left,Joel Berry II,123.0,255.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2015,UNC,left,Justin Jackson,94.0,257.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,887.0,359.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Brice Johnson,1035.0,363.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Isaiah Hicks,141.0,327.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Isaiah Hicks,92.0,296.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2015,UNC,left,Joel Berry II,239.0,203.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Kennedy Meeks,75.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Brice Johnson,75.0,264.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Kennedy Meeks,1038.0,312.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Brice Johnson,1024.0,300.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Theo Pinson,1052.0,314.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Isaiah Hicks,89.0,276.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2016,UNC,right,Theo Pinson,942.0,305.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Garrison Brooks,74.0,317.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Sterling Manley,1034.0,303.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Garrison Brooks,1062.0,318.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,J.P. Tokoto,105.0,288.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,left,Kennedy Meeks,103.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Luke Maye,1016.0,423.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,right,Kennedy Meeks,1048.0,263.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Justin Jackson,95.0,290.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,right,Isaiah Hicks,1035.0,259.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,1031.0,239.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2016,UNC,left,Kennedy Meeks,72.0,312.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Theo Pinson,987.0,241.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Luke Maye,1026.0,332.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Joel Berry II,84.0,489.0,twopointmade,fieldgoal,true,jump shot,pullup,false,2.0
2017,UNC,left,Luke Maye,98.0,252.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Isaiah Hicks,1033.0,273.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Brice Johnson,84.0,272.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,left,Kennedy Meeks,84.0,276.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Marcus Paige,1055.0,318.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,67.0,325.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Stilman White,126.0,225.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Kennedy Meeks,112.0,268.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2016,UNC,right,Theo Pinson,1014.0,253.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Luke Maye,101.0,362.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Kanler Coker,88.0,256.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Isaiah Hicks,108.0,288.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Joel Berry II,1058.0,267.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1068.0,315.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2017,UNC,right,Luke Maye,1004.0,327.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Brandon Robinson,273.0,321.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Kenny Williams,1045.0,315.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Kennedy Meeks,1055.0,310.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2014,UNC,left,Brice Johnson,87.0,342.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Isaiah Hicks,99.0,318.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Kennedy Meeks,1047.0,320.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Marcus Paige,1044.0,270.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Brice Johnson,983.0,300.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2016,UNC,right,Luke Maye,941.0,195.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Luke Maye,108.0,297.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Brice Johnson,89.0,287.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,right,Joel James,1027.0,411.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,left,Brice Johnson,112.0,181.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Joel Berry II,146.0,298.0,twopointmade,fieldgoal,true,jump shot,floating,false,2.0
2017,UNC,right,Luke Maye,1047.0,269.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1040.0,266.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,left,Andrew Platek,87.0,317.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,right,Luke Maye,1057.0,274.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Joel Berry II,115.0,273.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,right,Sterling Manley,1062.0,270.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2016,UNC,left,Kennedy Meeks,67.0,290.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2016,UNC,right,Kennedy Meeks,1044.0,300.0,twopointmade,fieldgoal,true,tip shot,,false,2.0
2016,UNC,right,Isaiah Hicks,1011.0,325.0,twopointmade,fieldgoal,true,jump shot,turnaround,false,2.0
2014,UNC,right,Joel James,1066.0,459.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Kennedy Meeks,1024.0,332.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,J.P. Tokoto,879.0,373.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Joel Berry II,1044.0,246.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Justin Jackson,1047.0,336.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2014,UNC,right,J.P. Tokoto,875.0,296.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Justin Jackson,978.0,269.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Luke Maye,1062.0,115.0,twopointmade,fieldgoal,true,jump shot,fadeaway,false,2.0
2014,UNC,left,Kennedy Meeks,68.0,338.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,156.0,296.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Kennedy Meeks,1041.0,355.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Sterling Manley,1044.0,291.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Cameron Johnson,1028.0,311.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Justin Jackson,74.0,320.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Tony Bradley,1031.0,509.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,left,Luke Maye,81.0,293.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Isaiah Hicks,68.0,321.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,left,Kennedy Meeks,89.0,281.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Andrew Platek,1041.0,321.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2017,UNC,left,Theo Pinson,81.0,281.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2015,UNC,right,Joel James,1054.0,287.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Cameron Johnson,1044.0,273.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Luke Maye,74.0,311.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2014,UNC,left,J.P. Tokoto,91.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Joel Berry II,91.0,277.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Brice Johnson,79.0,272.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Kennedy Meeks,1061.0,276.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Joel Berry II,92.0,256.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Isaiah Hicks,84.0,333.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Cameron Johnson,74.0,300.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Luke Maye,147.0,410.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Nate Britt,1035.0,376.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Isaiah Hicks,99.0,303.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Joel Berry II,1011.0,327.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Theo Pinson,54.0,414.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2016,UNC,left,Isaiah Hicks,118.0,195.0,twopointmade,fieldgoal,true,jump shot,turnaround,false,2.0
2016,UNC,right,Justin Jackson,1027.0,224.0,twopointmade,fieldgoal,true,jump shot,turnaround,false,2.0
2016,UNC,right,Luke Maye,1052.0,267.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Isaiah Hicks,1058.0,297.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Kenny Williams,71.0,284.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Garrison Brooks,1038.0,314.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Brandon Huffman,48.0,286.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Theo Pinson,78.0,288.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1065.0,291.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Theo Pinson,959.0,187.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Joel Berry II,921.0,130.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2017,UNC,right,Theo Pinson,1051.0,279.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,left,Luke Maye,92.0,294.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1051.0,280.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Justin Jackson,79.0,304.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2015,UNC,right,Joel Berry II,1004.0,294.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Joel Berry II,993.0,262.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Isaiah Hicks,975.0,356.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Brice Johnson,1041.0,280.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,1058.0,294.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,left,Sterling Manley,120.0,250.0,twopointmade,fieldgoal,true,layup,putback,false,2.0
2017,UNC,left,Theo Pinson,118.0,239.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Sterling Manley,1028.0,241.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2017,UNC,right,Joel Berry II,1013.0,345.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,left,Justin Jackson,89.0,318.0,twopointmade,fieldgoal,true,layup,driving,false,2.0
2015,UNC,left,Justin Jackson,84.0,284.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,143.0,296.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Nate Britt,1027.0,301.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,1014.0,274.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Brice Johnson,82.0,273.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,left,Isaiah Hicks,102.0,291.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Marcus Paige,917.0,454.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Kennedy Meeks,1010.0,303.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,left,Marcus Paige,113.0,279.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,J.P. Tokoto,1006.0,291.0,twopointmade,fieldgoal,true,dunk,,false,2.0
2014,UNC,left,Kennedy Meeks,115.0,264.0,twopointmade,fieldgoal,true,layup,,false,2.0
2014,UNC,right,Marcus Paige,1027.0,406.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Justin Jackson,1000.0,380.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2014,UNC,right,Justin Jackson,1030.0,239.0,twopointmade,fieldgoal,true,layup,,false,2.0
2016,UNC,right,Kennedy Meeks,1048.0,331.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Marcus Paige,1055.0,290.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,1047.0,290.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Joel Berry II,70.0,337.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Theo Pinson,82.0,288.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Brice Johnson,79.0,284.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Marcus Paige,123.0,156.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Isaiah Hicks,81.0,354.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Joel Berry II,84.0,267.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,right,Justin Jackson,1050.0,320.0,twopointmade,fieldgoal,true,layup,,false,2.0
2015,UNC,left,Kennedy Meeks,79.0,230.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,right,Isaiah Hicks,1052.0,329.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Luke Maye,1034.0,229.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Justin Jackson,64.0,156.0,twopointmade,fieldgoal,true,jump shot,,false,2.0
2015,UNC,left,Nate Britt,75.0,338.0,twopointmade,fieldgoal,true,layup,,false,2.0
2017,UNC,right,Garrison Brooks,1051.0,324.0,twopointmade,fieldgoal,true,layup,,false,2.0
